innocuous,[ɪˈnɒkjuəs],"(1)adj. causing no injury ⽆无害的
(2)adj. not likely to bother or offend anyone ⽆无意冒犯的","harmless, benign, inoffensive"
insatiable,[ɪn'seɪʃəbl],adj. always wanting more 不不满⾜足的,"voracious, quenchless"
inscrutable,[ɪnˈskru:təbl],adj. difficult to understand 难以理理解的,"uninformative, impenetrable, abstruse"
insightful,[ˈɪnsaɪtfʊl],"adj. having or showing a very clear understanding of something 有洞洞察
⼒力力的",
insipid,[ɪnˈsɪpɪd],adj. not interesting or exciting 枯燥乏味的,bland
insufferable,[ɪnˈsʌfrəbl],adj. not to be endured: intolerable 难以忍受的,
insular,[ˈɪnsjələ],adj. separated from other people or cultures 狭隘的,"provincial, private"
insulate,[ˈɪnsjuleɪt],"v. to keep separate from something unpleasant, dangerous, etc. 隔离，绝缘（不不利利的东⻄西）",
intelligible,[ɪnˈtelɪdʒəbl],adj. able to be understood 可理理解的,readable
interchangeable,[ˌɪntəˈtʃeɪndʒəbl],adj. capable of being used in place of each other 可交换的,fungible
intermediary,[ˌɪntərˈmi:dieri],adj. acting as a mediator 调解的，中间的,
invalidate,[ɪnˈvælɪdeɪt],"(1)v. to weaken or destroy the effect of 使⽆无效
(2)v. to show or prove to be false or incorrect 证明…错误",
invective,[ɪnˈvɛktɪv],n. insulting or abusive language 猛烈烈抨击,
inverse,[ˌɪnˈvɜ:s],"(1)adj. opposite in nature or effect 相反的
(2)n. something that is the opposite of something else 相反事物，相反数（数学）",
involved,[ɪn'vɒlvd],adj. very complicated 复杂的,
itinerant,[aɪˈtɪnərənt],adj. traveling from place to place 流动的，巡回的,peripatetic
jejune,[dʒɪˈdʒu:n],"(1)adj. not interesting 乏味的
(2)adj. too simple 幼稚的",vapid
jettison,[ˈdʒetɪsn],v. to get rid of 丢弃,
kinfolk,['kɪnfəʊk],n. a person's relatives 亲戚,relative
knotty,[ˈnɒti],adj. difficult or complicated 复杂的，棘⼿手的,complicated
laborious,[lə'bɔːrɪəs],adj. devoted to labor 勤勤劳的,arduous
lambaste,[læm'beɪst],v. to criticize very harshly 严厉批评,"denounce, deride"
lapse,[læps],"(1)n. an occurrence in which you fail to think or act in the usual or proper way for a brief time and make a mistake 错误
(2)n. an occurrence in which someone behaves badly or usually  a short period of time ⾏行行为失检
(3)v. to stop for usually a brief time 终⽌止",
laudatory,[ˈlɔ:dətəri],adj. expressing or containing praise 赞美的,
layperson,['leipə:sən],n. a member of the laity ⻔门外汉,nonspecialist
legitimate,[lɪ'dʒɪtɪmət],adj. allowed according to rules or laws 合法的,
lethargic,[lə'θɑ:dʒɪk],adj. feeling a lack of energy or a lack of interest in doing things ⽆无精打采的,"somnolent, slumberous"
list,[lɪst],v. to tile to one side especially of a boat of ship 倾斜,tilt
loath,[ləʊθ],adj. not wanting or willing to do something 不不情愿的,"reluctant, unwilling, disinclined"
long-winded,['lɔŋ'wɪndɪd],adj. using too many words in speaking or writing 冗⻓长的,"verbose, prolix"
loquacious,[ləˈkweɪʃəs],adj. liking to talk and talking smoothly and easily 健谈的,garrulous
lucid,[lu:'sɪd],adj. very clear and easy to understand 清晰的，易易懂的,
ludicrous,['ludɪkrəs],adj. very foolish 荒唐可笑的,risible
madcap,[ˈmædkæp],"adj. marked by capriciousness, recklessness, or foolishness 愚蠢的，鲁莽的",
magnanimous,[mæɡˈnænəməs],adj. showing or suggesting nobility of feeling and generosity of mind 宽宏⼤大量量的，慷慨的,
malady,[ˈmælədi],n. a disease or illness 疾病,
malfeasance,[ˌmæl'fi:zəns],n. wrongdoing or misconduct especially by a public official 渎职,fraudulence
malleable,[ˈmæliəbl],adj. capable of being easily changed or influenced 可塑的，易易变的,plastic
manipulate,[məˈnɪpjuleɪt],v. to use or change in a skillful way or for a particular purpose 控制，操纵,
marginal,[ˈmɑ:dʒɪnl],"(1)adj. not very important 不不重要的
(2)adj. not included in the main part of society or of a group 边缘的",peripheral
martinet,"[,mɑːtɪ'net]",n. a person who is very strict and demands obedience from others 严格执⾏行行纪律律的⼈人,
materialize,[məˈtɪəriəlaɪz],"(1)v. to become visible 显现
(2)v. to begin to happen or exist 实现",
maverick,[ˈmævərɪk],n. a person who refuses to follow the customs or rules of a group 特⽴立独⾏行行的⼈人,nonconformist
measured,[ˈmeʒəd],adj. done with thought and care 慎重的,
mediate,[ˈmidiˌet],v. to effect by action as an intermediary 调解,influence
meld,[meld],"v. merge, blend 混合",combine
metaphor,[ˈmetəfə],"(1)n. a figure of speech in which a word or phrase literally denoting one kind of object or idea is used in place of another to suggest a likeness or analogy between them 隐喻
(2)n. an object, activity, or idea that is used as a symbol of something
else 象征",
meticulous,[məˈtɪkjələs],adj. very careful about doing something in a extremely accurate and exact way 周密的，⼀一丝不不苟的,"thorough, exact, painstaking"
mimic,[ˈmɪmɪk],"(1)v. to copy especially of humor 模仿
(2)v. to naturally look like 和...相似","camouflage, replicate"
minuscule,[ˈmɪnəskju:l],adj. very small 极⼩小的,diminutive
misconception,[ˌmɪskənˈsepʃn],n. an idea that is not correct 错误观念,
misgiving,"[,mis'ɡiviŋ]","n. a feeling of doubt or suspicion especially concerning a future event
疑虑，担忧","trepidation, qualm"
misuse,[ˌmɪsˈju:z],"(1)v. to use incorrectly 误⽤用
(2)v. abuse, mistreat 虐待",abuse
mitigate,[ˈmɪtɪgeɪt],"v. to make less severe, harmful, or painful 缓和","abate, curtail, temper, ameliorate"
mockery,[ˈmɒkəri],n. insulting or contemptuous action or speech 嘲笑,derision
modicum,[ˈmɒdɪkəm],n. a small amount 少量量,dearth
mollify,[ˈmɒlɪfaɪ],v. to make less angry 平息，抚慰,
monolithic,[ˌmɒnə'lɪθɪk],"(1)adj. consisting of or constituting a single unit 单⼀一的
(2)adj. constituting a massive undifferentiated and often rigid whole 单⼀一庞⼤大的",
morbid,['mɔrbɪd],adj. not healthy or normal 病态的,
mount,[maʊnt],v. to increase in amount 增加,
muddle,[ˈmʌdl],"(1)v. to cause confusion in 使...混乱
(2)n. a state of confusion or disorder 混乱",confuse
nebulous,[ˈnebjələs],adj. not clear 模糊的,vague
negligent,['neɡlɪdʒənt],"adj. failing to take proper or normal care of something or someone 疏忽
⼤大意的",
negligible,['nɛɡlɪdʒəbl],adj. very small or unimportant 微不不⾜足道的，不不重要的,"insignificant, inconsequential, trifling"
no-nonsense,['nəu'nɔnsəns],adj. very serious about doing things in a direct and efficient way without any foolishness or nonsense 严肃的，⾼高效⼲干练的,businesslike
noisome,[ˈnɔɪsəm],adj. offensive to the senses and especially to the sense of smell 令⼈人讨厌的，恶臭臭的,malodorous
nonchalant,"[,nɑnʃə'lɑnt]",adj. having an air of easy unconcern or indifference 冷漠的,insouciant
nostalgia,[nə'stældʒə],(1)n. pleasure and sadness that is caused by remembering something from the past and wishing that you could experience it again 怀旧 (2)n. the state of being homesick 思乡,
novice,[ˈnɒvɪs],n. a person who has just started learning or doing something 新⼿手,tyro
noxious,['nɑkʃəs],adj. harmful to living things 有害的，有毒的,
nuance,['nju:ɑ:ns],"n. a very small difference in color, tone, meaning, etc. 细微差别",subtlety
numinous,[ˈnju:mɪnəs],"adj. having a mysterious, holy, or spiritual quality 神圣的
adj. supernatural, mysterious 超⾃自然的，神秘的",occult
obdurate,[ˈɒbdjərət],adj. refusing to do what other people want 固执的,"intransigent, fortitude"
obeisance,[əʊˈbeɪsns],n. respect for someone or something 尊敬,
obfuscate,[ˈɒbfʌskeɪt],v. to make more difficult to understand 混淆，使迷惑,"obscure, mystify"
objectionable,[əbˈdʒekʃənəbl],adj. causing people to be offended 令⼈人反感的,
objective,[əbˈdʒektɪv],adj. based on facts rather than feelings or opinions 客观的，公正的,fair
obligatory,[əˈblɪgətri],"(1)adj. required by a law or rule 强制性的
(2)adj. always or often included as a familiar and expected part of something 习惯性的",
obliterate,[əˈblɪtəreɪt],v. to destroy completely so that nothing is left 清除，摧毁,
obsequious,[əbˈsi:kwiəs],adj. too eager to help or obey someone important 谄媚的,sycophantic
obtrusive,[əbˈtru:sɪv],adj. noticeable in an unpleasant or annoying way 惹眼的,conspicuous
obviate,[ˈɒbvieɪt],v. to make no longer necessary 避免，取消,
occlude,[əˈklu:d],v. to close up or block off 阻闭,
ominous,[ˈɒmɪnəs],adj. suggesting that something bad is going to happen in the future 不不祥的,inauspicious
omnipresent,"[,ɑmnɪ'prɛznt]",adj. present in all places at all times ⽆无处不不在的,"ubiquitous, universal"
onerous,[ˈəʊnərəs],adj. difficult and unpleasant to do or deal with 繁重的,burdensome
onset,[ˈɒnset],n. the beginning of something 开始,
opaque,[əʊˈpeɪk],"(1)adj. not letting light through 不不透明的
(2)adj. difficult to understand or explain 难懂的","obscure, inaccessible"
oppressive,[əˈpresɪv],"(1)adj. very cruel or unfair 残酷的
(2)adj. overwhelming or depressing to the spirit or senses 令⼈人窒息的",
opprobrium,[əˈprəʊbriəm],"(1)n. very strong disapproval or criticism of a person or thing especially by a large number of people 谴责
(2)n. something that brings disgrace 耻辱","disdain, vitriol"
optimism,['ɒptɪmɪzəm],n. a feeling or belief that good things will happen in the future 乐观,
orientation,[ˌɔ:riənˈteɪʃn],"n. a main interest, quality, or goal ⽬目标，态度",bias
orthodox,['ɔrθədɑks],adj. accepted as true or correct by most people 正统的,
oust,[aʊst],"(1)v. to cause or force to leave a position of power, a competition, etc.
罢黜，驱逐
(2)v. to take the place of 取代","expel, banish"
outdo,[ˌaʊtˈdu:],v. to be better than 超过,eclipse
outmoded,[aʊt'məʊdɪd],adj. not modern or current 过时的,"unfashionable, obsolete, fusty"
overshadow,[əʊvə'ʃædəʊ],v. to exceed in importance 超越,"outlast, obscure"
overstate,[əʊvə'steɪt],v. to say that is larger or greater than it really is 夸⼤大,
overthrow,[ˌəʊvəˈθrəʊ],v. to remove from power especially by force 推翻，废除,
pacific,[pəˈsɪfɪk],adj. loving peace 和平主义的,dovish
painstaking,[ˈpeɪnzteɪkɪŋ],adj. showing or done with great care and effort 煞费苦⼼心的,meticulous
palliate,[ˈpælieɪt],"(1)v. to moderate the intensity of 减轻
(2)v. the cover by excuses and apologies 辩解","damp, allay"
panacea,[ˌpænəˈsi:ə],n. something that will make everything about a situation better 万能药,"remedy, cure-all"
parity,[ˈpærəti],n. the quality or state of being equal or equivalent 平等，相等,equality
parochial,[pəˈrəʊkiəl],adj. limited to only the things that affect your local area 狭隘的,provincial
partisan,['pɑrtəzn],"adj. devoted to or biased in support of a party, group, or cause 有偏⻅见的",
patent,['pætnt],"(1)n. an official document conferring a right or privilege 专利利
(2)adj. obvious or clear 显⽽而易易⻅见的",
pathetic,[pə'θetɪk],adj. causing feelings of sadness and sympathy 可怜的,
peculiar,[pɪ'kjuːlɪə],adj. not usual or normal 奇怪的,
pecuniary,[pɪˈkju:niəri],adj. of or relating to money ⾦金金钱的,economic
pejorative,[pɪ'dʒɔrətɪv],adj. insulting to someone or something 轻蔑的,
penalty,[ˈpenəlti],"(1)n. punishment for breaking a rule or law 处罚
(2)n. a disadvantage or difficulty you experience 不不利利结果",
perennial,[pəˈreniəl],adj. existing or continuing in the same way for a long time 持久的,long-standing
perilous,[ˈperələs],adj. full of danger 危险的,"dangerous, precarious"
peripatetic,[ˌperipəˈtetɪk],"adj. pedestrian, itinerant 巡回的",itinerant
peripheral,[pəˈrɪfərəl],"adj. of, relating to, involving, or forming a periphery or surface part 边缘的",marginal
perpetuate,[pəˈpetʃueɪt],v. to make perpetual or cause to last indefinitely 使…永存,
pertain,[pəˈteɪn],"(1)v. to relate to someone or something 有关
(2)v. to belong as a part, member, accessory or product 从属",
pervasive,[pəˈveɪsɪv],adj. existing in every part of something 普遍的，弥漫的,rife
pessimistic,[ˌpesɪˈmɪstɪk],adj. having or showing a lack of hope for the future 悲观的,
pilfer,[ˈpɪlfə],v. to steal things that are not very valuable or to steal a small amount of something 偷窃,appropriate
plastic,[ˈplæstɪk],"(1)adj. capable of adapting to varying conditions 可塑的
(2)adj. not real or sincere 做作的",malleable
platitudinous,[ˌplætɪ'tju:dɪnəs],adj. having the characteristics of a platitude 陈腐的,
plentiful,[ˈplentɪfl],adj. containing or giving large amounts of something 充⾜足的,
ponder,[ˈpɒndə],v. to think about or consider carefully 深思熟虑,contemplate
posture,['pɒstʃə],"(1)n. the attitude a person or group has toward a subject 态度
(2)v. to assume an artificial or pretended attitude 摆姿态",
preachy,[ˈpri:tʃi],adj. trying to teach something in a way that is annoying or unwanted 爱说教的,"sanctimonious, didactic"
precipitate,[prɪˈsɪpɪteɪt],"(1)v. to cause to happen quickly or suddenly 引发，加速
(2)n. a solid substance that is separated from al liquid especially by a chemical process 沉淀
(3)adj. happening very quickly or too quickly without enough thought or planning 冲动的，鲁莽的",
precocious,[prɪ'kəʊʃəs],adj. exhibiting mature qualities at an unusually early age 早熟的,mature
precursor,[pri:ˈkɜ:sə],n. something that comes before something else and that often leads to or influences its development 先驱,forerunner
predate,['pri:'deɪt],v. to exist or happen at an earlier time than 早于,"antedate, precede"
predilection,[ˌpri:dɪˈlekʃn],n. a natural liking for something 偏爱,"proclivity, preference"
predominant,[prɪˈdɒmɪnənt],"adj. more important, powerful, successful, or noticeable than other people or things 占优势的，主导的",
preeminent,[pri'ɛmɪnənt],"adj. more important, skillful, or successful than others 杰出的，卓越的",
prefigure,[ˌpri:ˈfɪgə(r)],v. to show or suggest something that will happen or exist at a future time 预示,anticipate
presage,[ˈpresɪdʒ],v. to give or be a sign of 预示,portend
preside,[prɪˈzaɪd],v. to be in charge of something 主持,
pressing,['prɛsɪŋ],adj. urgently important 紧迫的，重要的,"exigent, critical"
preternatural,[ˌpri:təˈnætʃrəl],adj. very unusual in a way that does not seem natural 异乎寻常的,"exceptional, prodigious"
prevaricate,[prɪ'værə'ket],v. to deviate from the truth 闪烁其词,
proclaim,[prəˈkleɪm],"(1)v. to say or state in a public, official, or definite way 宣布
(2)v. to show clearly 表明",profess
proclivity,[prəˈklɪvəti],n. a strong natural liking for something that is usually bad 倾向，嗜好,predilection
prodigious,[prə'dɪdʒəs],"adj. extraordinary in bulk, quantity, or degree 巨⼤大的","voracious, preternatural"
profligate,[prɑfləɡɪt],adj. wildly extravagant 挥霍的,"extravagant, prodigal"
profound,[prəˈfaʊnd],"(1)adj. having or showing great knowledge or understanding 渊博的
(2)adj. difficult to understand 深奥的
(3)adj. coming from, reaching to, or situated at a depth 深刻的",trenchant
prolix,[prəʊ'lɪks],adj. using too many words 冗⻓长的,"verbose, long-winded"
prominent,['prɒmɪnənt],adj. easily notice or seen 显著的,"conspicuous, salient"
promise,[ˈprɒmɪs],"(1)n. an indication of future success or improvement 成功前景
(2)n. a reason to expect that something will happen in the future 希望",
prompt,[prɒmpt],"(1)v. to cause to do something 促使
(2)adj. performed readily or immediately 迅捷的",
propitious,[prəˈpɪʃəs],adj. likely to have or produce good results 吉利利的,auspicious
proponent,[prə'pəʊnənt],n. a person who argues for or supports something ⽀支持者,"defender, champion"
proprietary,[prəˈpraɪətri],"(1)adj. used, made, or sold only by the particular person or company that has the legal right to do so 专利利的
(2)adj. kept private by an owner 私⼈人独有的",
prosaic,[prə'zeɪk],adj. dull or ordinary 乏味的,
protract,[prəˈtrækt],"(1)v. delay, defer 拖延
(2)v. to extend forward or outward 延⻓长",
provincial,[prəˈvɪnʃl],"(1)adj. not knowing or caring about people and events in other places
狭隘的
(2)adj. of, relating to, or coming from a province 省的",insular
provisional,[prəˈvɪʒənəl],adj. serving for the time being 临时的，暂时的,
prudent,[ˈpru:dnt],adj. having or showing careful good judgment 审慎的,"circumspect, provident"
pugnacious,[pʌgˈneɪʃəs],adj. showing a readiness or desire to fight or argue 好⽃斗的,"truculent, belligerent"
purport,[pəˈpɔ:t],"(1)v. to claim to be or do a particular thing when this claim may not be true  （假意）声称
(2)n. the main or general meaning of something 意义",
purveyor,[pərˈveɪə],n. one that purveys 供应商,supplier
qualify,[ˈkwɒlɪfaɪ],"(1)v. to give the necessary skill or knowledge to do a particular job or activity 使有资格
(2)v. to limit or modify the meaning of 限定",
qualm,[kwɑm],n. a feeling of uneasiness about a point 不不安，疑虑,
quash,[kwɒʃ],"(1)v. to suppress or extinguish summarily and completely 平息
(2)v. to nullify especially by judicial action 否决",
quiescent,[kwiˈesnt],adj. marked by inactivity or repose 不不活跃的，静⽌止的,"abeyant, calm"
quixotic,[kwɪkˈsɒtɪk],adj. hopeful or romantic in a way that is not practical 不不切实际的,idealistic
rampant,[ˈræmpənt],adj. growing quickly and in a way that is difficult to control 泛滥的，疯⻓长的,luxuriant
rant,[rænt],"(1)v. to talk loudly and in a way that shows anger 咆哮
(2)v. to scold vehemently 严厉批评",diatribe
rapacious,[rəˈpeɪʃəs],adj. excessively grasping or covetous 贪婪的,avaricious
rapprochement,[ræ'prɒʃmɒ̃],n. the development of friendlier relations between countries or groups of people who have been enemies 和解,reconciliation
rationale,[ˌræʃəˈnɑ:l],n. the reason or explanation for something 根本原因，逻辑依据,
rattle,[ˈrætl],v. to make nervous 使紧张，使不不安,
rebuff,[rɪˈbʌf],v. to refuse in a rude way 拒绝,
recalcitrant,[rɪˈkælsɪtrənt],adj. obstinately defiant of authority or restraint 倔强反抗的,
recant,[rɪˈkænt],v. to publicly say that you  no longer have an opinion or belief that you once had 宣布放弃,repudiate
recoil,[rɪˈkɔɪl],"v. to quickly move away from something that is shocking, frightening, or disgusting 畏缩，后退",shrink
recondite,[ˈrekəndaɪt],adj. not understood or known by many people 晦涩难懂的,"esoteric, arcane,
abstruse"
recrudescent,"[,ri:kru:'desnt]",adj. breaking out again 复发的,resurgent
rehash,[ˌri:ˈhæʃ],v. to present again in a slightly different form ⽼老老调重弹，炒冷饭,recycle
relinquish,[rɪ'lɪŋkwɪʃ],v. to give up 放弃,cede
remedy,[ˈremədi],"(1)n. a medicine or treatment that relieves pain or cures a usually minor illness 治疗药物
(2)n. a way of solving or correcting a problem 改进措施
(3)v. to solve, correct, or improve 纠正，弥补",panacea
render,[ˈrɛndɚ],v. to reproduce or represent by artistic or verbal means 呈现，再现,reproduce
reprehensible,"[,rɛprɪ'hɛnsəbl]",adj. deserving very strong criticism 应受谴责的,deplorable
repudiate,[rɪˈpju:dieɪt],"(1)v. to refuse to accept or support 拒绝承认
(2)v. to refuse to having anything to do with 与...断绝关系",recant
requisite,[ˈrekwɪzɪt],adj. needed for a particular purpose 必需的,essential
resolve,[rɪˈzɒlv],"(1)v. to find an answer or solution to 解决
(2)v. to make a definite and serious decision to do something 决定
(3)n. a strong determination to do something 决⼼心",tenacity
respite,[ˈrespaɪt],n. an interval of rest or relief 喘息,"lull, relief, break"
retain,[rɪˈteɪn],"v. to keep in a position, job, etc. 保持",
riddle,[ˈrɪdl],"n. a mystifying, misleading, or puzzling question posed as a problem to be solved or guessed 谜","conundrum, enigma, puzzle"
robust,[rəʊˈbʌst],"(1)adj. strong and healthy 健壮的
(2)adj. successful or impressive and not likely to fail or weaken 强有⼒力力的",strong
row,[ro],n. a noisy disturbance or quarrel 争吵,
rudimentary,[ˌru:dɪˈmentri],"(1)adj. basic or simple 基本的
(2)adj. not very developed or advanced 未完全发布的","primitive, sketchy, embryonic, sketchy, elemental"
sacrosanct,[ˈsækrəʊsæŋkt],"adj. too important and respected to be changed, criticized, etc. 神圣不不可改变的",
salient,[ˈseɪliənt],adj. very important or noticeable 显著的，重要的,"visible, prominent, obtrusive, conspicuous"
salubrious,[sə'lubrɪəs],adj. making good health possible or likely 有益健康的,
sanctimonious,[ˌsæŋktɪˈməʊniəs],adj. pretending to be morally better than other people 假装（⽐比别⼈人）圣洁的,"preachy, didactic"
sartorial,[sɑr'tɔrɪəl],adj. of or relating to clothes 裁缝的，制⾐衣的,
scant,[skænt],adj. very small in size or amount 缺乏的,limited
scorn,[skɔ:rn],v. reject or dismiss as contemptible or unworthy 鄙视,
scrutinize,[ˈskru:tənaɪz],v. to examine carefully especially in a critical way 仔细检查,
self-defeating,[ˌsɛlfdɪˈfitɪŋ],adj. 对⾃自身不不利利的,
seminal,[ˈsemɪnl],"adj. having a strong influence on ideas, works, events, etc., that come later 开创性的",
sequential,[sɪˈkwenʃl],"adj. of, relating to, or arranged in a particular order or sequence 连续的，顺序的",successive
shackle,[ˈʃækl],"(1)n. something that prevents people from acting freely 束缚
(2)v. to put shackles on 束缚",stifle
sham,[ʃæm],n. cheep falseness 假东⻄西，赝品,
shoddy,['ʃɑdi],adj. poorly done or made 粗制滥造的,
shriek,[ʃri:k],"v. to make a loud, high-pitched cry 尖叫",caterwaul
sidestep,[ˈsaɪdstep],"v. bypass, evade 回避",circumvent
sift,['sɪft],v. to go through very carefully in order to find something useful or valuable 筛选,
sketchy,[ˈsketʃi],"(1)adj. roughly outlined 粗略略的
(2)adj. wanting in completeness, clearness, or substance: slight, superficial 不不完全的","rudimentary, superficial, undeveloped"
skittish,['skɪtɪʃ],adj. easily frightened or excited 易易受惊的,"restive, fractious"
slapdash,[ˈslæpdæʃ],adj. quick and careless 草率的,
slight,[slaɪt],"(1)v. to offend or insult 轻视
(2)adj. very small in degree or amount 微不不⾜足道的",disparage
slippery,[ˈslɪpəri],"(1)adj. not precise or fixed in meaning: ambiguous, elusive 难以抓住的，棘⼿手的
(2)adj. not to be trusted 不不可靠的",elusive
sluggish,[ˈslʌgɪʃ],adj. moving slowly or lazily 缓慢的,"dilatory, listless"
slur,[slɜ:],"(1)n. an insulting or disparaging remark or innuendo 贬低
(2)v. to make indistinct 使...模糊",aspersion
smother,[ˈsmʌðə],"(1)v. to try to keep from happening 抑制
(2)v. to kill by depriving of air 使窒息⽽而死",
snobbish,[ˈsnɑ:bɪʃ],"adj. being, characteristic of, or befitting a snob 势利利的",
somnolent,[ˈsɒmnələnt],"(1)adj. tired and ready to fall asleep 昏睡的
(2)adj. causing a person to fall asleep 催眠的",lethargic
sophist,[ˈsɒfɪst],"(1)n. a captious or fallacious reasoner 诡辩者
(2)n. philosopher 哲学家",
sophisticated,[sə'fɪstɪketɪd],"(1)adj. highly developed and complex 复杂的
(2)adj. finely experienced and aware ⽼老老练的",
spartan,[ˈspɑ:tn],"(1)adj. marked by simplicity, frugality, or avoidance of luxury and comfort 简朴的
(2)n. a person of great courage and self-discipline 勇敢守纪律律的⼈人",
specious,[ˈspi:ʃəs],"adj. falsely appearing to be fair, just, or right 虚假的","artificial, forged, fabricated, spurious"
spur,[spɜ:],v. to incite to action or accelerated growth or development 激励,foster
stale,[steɪl],adj. tedious from familiarity 陈旧的，厌倦的,banal
stanch,[stɔntʃ],v. to stop something (especially blood) from flowing ⽌止⾎血，平息,
standstill,[ˈstændstɪl],n. a state in which all activity or motion is stopped 静⽌止,
subsidize,['sʌbsə'daɪz],v. to help someone or something pay for the costs of 资助，补贴,
subtle,['sʌtl],(1)adj. hard to notice or see 不不易易觉察的 (2)adj. difficult to understand 难以理理解的 (3)adj. able to make fine distinctions 敏敏锐的,
succumb,[səˈkʌm],"(1)v. to stop trying to resist something 屈服
(2)v. to die 死亡",yield
superficial,[ˌsu:pəˈfɪʃl],"(1)adj. concerned only with the obvious or apparent 肤浅的
(2)adj. lying close to the surface 表⾯面的","shallow, sketchy"
supplicate,['sʌplikeit],v. to ask humbly and earnestly of 恳求,"entreat, solicit"
surly,[ˈsɜ:li],adj. irritably sullen and churlish in mood or manner 阴郁的,sullen
susceptible,[sə'sɛptəbl],"adj. easily affected, influenced, or harmed by something 易易受影响的",
sycophantic,[ˌsɪkə'fæntɪk],"adj. fawning, obsequious 谄媚的","obsequious, adulating"
synoptic,[sɪ'nɑptɪk],adj. affording a general view of a whole 概要的,abridged
taciturn,[ˈtæsɪtɜ:n],adj. temperamentally disinclined to talk 沉默寡⾔言的,"laconic, terse, curt"
taint,[teɪnt],"(1)v. to contaminate morally 玷污
(2)v. to affect with putrefaction 污染
(3)n. something that causes a person or thing to be thought of as bad, dishonest, etc. 瑕疵",
tedious,[ˈti:diəs],adj. boring and too slow or long 单调乏味的,"dreary, boring"
tenuous,[ˈtenjuəs],"(1)adj. very thin 纤细的
(2)adj. having little substance or strength 脆弱的",exiguous
tepid,[ˈtepɪd],adj. not energetic or excited 不不够热情的,
testimony,[ˈtestɪməni],n. proof or evidence that something exists or is true 证据,
thrill,[θrɪl],"(1)v. to cause to feel very excited or happy 使激动
(2)n. a quivering or trembling caused by sudden excitement or emotion
激动，紧张",
thrive,[θraɪv],v. to grow or develop successfully 繁荣,
timely,[ˈtaɪmli],adj. happening at the correct or most useful time 适时的,opportune
tonic,[ˈtɒnɪk],adj. increasing or restoring physical or mental tone 恢复健康的,restorative
tortuous,[ˈtɔ:tʃuəs],"(1)adj. having many twists and turns 弯曲的
(2)adj. complicated, long, and confusing 冗⻓长复杂的",convoluted
tractable,[ˈtræktəbl],"adj. capable of being easily led, taught, or controlled 驯服的，温顺的",compliant
transgress,[trænzˈgres],v. to do something that is not allowed 违反，侵犯,
transitory,[ˈtrænsətri],adj. lasting only for a short time 短暂的,"ephemeral, evanescent, temporary"
tremendous,[trə'mɛndəs],adj. very large or great 巨⼤大的,
trenchant,[ˈtrentʃənt],"adj. very strong, clear, and effective 有⼒力力的，有效的","profound, incisive"
trepidation,[ˌtrepɪˈdeɪʃn],n. a nervous or fearful feeling of uncertain agitation 不不安,"misgiving, apprehension"
trifling,[ˈtraɪflɪŋ],adj. having little value or importance 微不不⾜足道的,minimal
trigger,[ˈtrɪgə],v. to cause to start or happen 引发,
triumph,[ˈtraɪʌmf],n. a great success or achievement 伟⼤大胜利利,success
trivial,[ˈtrɪviəl],adj. not important 不不重要的,"inconsequential, immaterial"
truncate,[trʌŋ'ket],v. to shorten by or as if by cutting off 截短,"shorten, foreshorten"
tumultuous,[tu'mʌltʃuəs],"adj. involving a lot of violence, confusion, or disorder 骚乱的",
tyro,[ˈtaɪrəʊ],n. a person who has just started learning or doing something 新⼿手,"novice, neophyte"
umbrage,[ˈʌmbrɪdʒ],n. a feeling of being offended by what someone has said or done ⽣生⽓气,
undermine,[ˌʌndəˈmaɪn],v. to make weaker or less effective usually in a secret or gradual way 暗中破坏,"impair, subvert, undercut"
undo,[ʌn'du],v. to change or stop the effect of 取消，使⽆无效,
unerring,[ʌnˈɜ:rɪŋ],adj. always right and accurate 万⽆无⼀一失的,settled
unexampled,[ˌʌnɪg'zɑ:mpld],adj. having no example or parallel 前所未有的,novel
ungainly,[ʌn'ɡenli],adj. moving in an awkward or clumsy way  笨拙的，不不优雅的,awkward
unimpeachable,[ˌʌnɪmˈpi:tʃəbl],adj. very reliable and trusted 毋庸置疑的,blameless
unkempt,[ˌʌnˈkempt],adj. messy or untidy 不不整洁的,
unmistakable,[ˌʌnmɪˈsteɪkəbl],adj. not capable of bing mistaken or misunderstood 毋庸置疑的，明显的,decisive
unqualified,[ˌʌnˈkwɒlɪfaɪd],"(1)adj. complete or total 完全的，不不受限制的
(2)adj. not having the skills, knowledge, or experience needed to do a particular job or activity ⽆无资格的",unalloyed
unremitting,[ˌʌnrɪˈmɪtɪŋ],adj. not stopping or growing weaker 不不停的,unceasing
unseemly,[ʌn'simli],adj. not proper or appropriate for the situation 不不得体的,indecorous
untenable,[ʌnˈtenəbl],adj. not capable of being defended against attack or criticism 站不不住脚的,baseless
untether,[ʌn'teðə],v. to free from or as if from a tether 脱离,divorce
untrammeled,[ʌn'træmld],"adj. not confined, limited, or impeded 没有限制的",unrestrained
unwitting,[ʌn'wɪtɪŋ],adj. not intended or planned ⽆无意的,
unyielding,[ʌnˈji:ldɪŋ],adj. characterized by firmness or obduracy 不不屈的,implacable
urbane,[ɜ:ˈbeɪn],adj. notably polite or polished in manner 儒雅的,
utilitarian,[ˌju:tɪlɪˈteəriən],adj. made to be useful rather than to be decorative or comfortable 实⽤用的,functional
utter,['ʌtə],"(1) adj. complete and total 完全的
(2) v. to say 表达",
